NPROC P=0.85
1      1.00000000000000000000
2      1.73913043478260869565
4      2.75862068965517241379
8      3.90243902439024390243
16     4.92307692307692307692
32     5.66371681415929203539
64     6.12440191387559808612
128    6.38403990024937655860
256    6.52229299363057324840
512    6.59368963296844816484
1024   6.62997733894464227905
2048   6.64827138451550073040
4096   6.65745631856968711905
8192   6.66205830927499695035
16384  6.66436169130956496979
32768  6.66551397971949024114
65536  6.66609027336300063572
