NPROC P=0.95
1      1.00000000000000000000
2      1.90476190476190476190
4      3.47826086956521739130
8      5.92592592592592592592
16     9.14285714285714285714
32     12.54901960784313725490
64     15.42168674698795180722
128    17.41496598639455782312
256    18.61818181818181818181
512    19.28436911487758945386
1024   19.63566634707574304889
2048   19.81615868408321238509
4096   19.90765492102065613608
8192   19.95372061868225551090
16384  19.97683350606596354325
32768  19.98841004056485802299
65536  19.99420334070627717184
