NPROC P=0.50
1      1.00000000000000000000
2      1.33333333333333333333
4      1.60000000000000000000
8      1.77777777777777777777
16     1.88235294117647058823
32     1.93939393939393939393
64     1.96923076923076923076
128    1.98449612403100775193
256    1.99221789883268482490
512    1.99610136452241715399
1024   1.99804878048780487804
2048   1.99902391410444119082
4096   1.99951183793019282401
8192   1.99975588917368485292
16384  1.99987793713762587732
32768  1.99993896670633830754
65536  1.99996948288752918198
